"tournament_id","season","trail","water","date","day","angler_id","name","finish","catch_time","tournament_hour","catch_latitude","catch_longitude","fish_weight","catch_number","keeper","dist_to_catch"
1522,2024,"elite","Toledo Bend","2024-02-22",1,7511,"Bryan Schmitt",54,"12:03:04",6,"31.28671","-93.70319",2.4,6,1,0
1522,2024,"elite","Toledo Bend","2024-02-22",1,7511,"Bryan Schmitt",54,"12:51:39",6,"31.28689","-93.70543",3.6,7,1,0.1328
1522,2024,"elite","Toledo Bend","2024-02-22",1,7511,"Bryan Schmitt",54,"13:31:56",7,"31.28654","-93.70143",3,8,1,0.2374
1522,2024,"elite","Toledo Bend","2024-02-23",2,7511,"Bryan Schmitt",54,"09:25:07",3,"31.28731","-93.70407",6,1,1,9.2547
1522,2024,"elite","Toledo Bend","2024-02-23",2,7511,"Bryan Schmitt",54,"11:50:37",5,"31.28637","-93.70980",1.8,2,1,0.3445
1522,2024,"elite","Toledo Bend","2024-02-23",2,7511,"Bryan Schmitt",54,"13:26:18",7,"31.22826","-93.70356",1.8,3,1,4.0319
1522,2024,"elite","Toledo Bend","2024-02-23",2,7511,"Bryan Schmitt",54,"13:50:52",7,"31.28555","-93.70042",4,4,1,3.9627
1522,2024,"elite","Toledo Bend","2024-02-22",1,7931,"John Crews Jr",94,"07:47:05",1,"31.45722","-93.77059",2.8,1,1,6.0282
1522,2024,"elite","Toledo Bend","2024-02-22",1,7931,"John Crews Jr",94,"09:45:05",3,"31.51294","-93.78340",2.4,2,1,3.9232
1522,2024,"elite","Toledo Bend","2024-02-22",1,7931,"John Crews Jr",94,"10:29:31",4,"31.51344","-93.78418",2.1,3,1,0.0575
1522,2024,"elite","Toledo Bend","2024-02-22",1,7931,"John Crews Jr",94,"11:02:09",5,"31.51784","-93.78500",2.2,4,1,0.3078
1522,2024,"elite","Toledo Bend","2024-02-22",1,7931,"John Crews Jr",94,"11:26:25",5,"31.51850","-93.78574",1.13,5,0,0.0631
1522,2024,"elite","Toledo Bend","2024-02-22",1,7931,"John Crews Jr",94,"11:40:35",5,"31.51775","-93.78391",2.1,6,1,0.1196
1522,2024,"elite","Toledo Bend","2024-02-22",1,7931,"John Crews Jr",94,"13:14:23",7,"31.48779","-93.76081",2.1,7,0,2.4773
1522,2024,"elite","Toledo Bend","2024-02-22",1,8560,"Todd Auten",76,"12:21:17",6,"31.42654","-93.75008",2.8,1,1,4.254
1522,2024,"elite","Toledo Bend","2024-02-22",1,8560,"Todd Auten",76,"12:21:24",6,"31.42654","-93.75008",2,2,1,0
1522,2024,"elite","Toledo Bend","2024-02-22",1,8560,"Todd Auten",76,"12:23:35",6,"31.42649","-93.75014",1.8,3,0,0.0049
1522,2024,"elite","Toledo Bend","2024-02-22",1,8560,"Todd Auten",76,"12:23:43",6,"31.42650","-93.75015",1.8,4,0,0.0009
1522,2024,"elite","Toledo Bend","2024-02-22",1,8560,"Todd Auten",76,"12:23:53",6,"31.42650","-93.75015",2.4,5,1,0
1522,2024,"elite","Toledo Bend","2024-02-22",1,8560,"Todd Auten",76,"12:50:39",6,"31.41962","-93.76589",3.4,6,1,1.0427
1522,2024,"elite","Toledo Bend","2024-02-22",1,8560,"Todd Auten",76,"13:02:53",7,"31.41973","-93.76572",5,7,1,0.0126
1522,2024,"elite","Toledo Bend","2024-02-23",2,8560,"Todd Auten",76,"07:33:40",1,"31.42656","-93.74917",2,1,1,4.2009
1522,2024,"elite","Toledo Bend","2024-02-23",2,8560,"Todd Auten",76,"08:42:15",2,"31.41936","-93.76065",1.8,2,1,0.84
1522,2024,"elite","Toledo Bend","2024-02-23",2,8560,"Todd Auten",76,"09:22:00",3,"31.40716","-93.76720",1.4,3,0,0.9272
1522,2024,"elite","Toledo Bend","2024-02-23",2,8560,"Todd Auten",76,"09:37:23",3,"31.40544","-93.76683",1.7,4,0,0.1208
1522,2024,"elite","Toledo Bend","2024-02-23",2,8560,"Todd Auten",76,"11:26:07",5,"31.38404","-93.68578",2,5,1,5.0036
1522,2024,"elite","Toledo Bend","2024-02-23",2,8560,"Todd Auten",76,"12:34:20",6,"31.37052","-93.68820",1.8,6,0,0.945
1522,2024,"elite","Toledo Bend","2024-02-23",2,8560,"Todd Auten",76,"13:53:22",7,"31.41116","-93.75162",3.4,7,1,4.6772
1522,2024,"elite","Toledo Bend","2024-02-23",2,8560,"Todd Auten",76,"14:00:33",8,"31.41116","-93.75162",2,8,1,0
1522,2024,"elite","Toledo Bend","2024-02-22",1,9665,"Steve Kennedy",51,"09:20:15",3,"31.53045","-93.71797",5,1,1,8.0159
1522,2024,"elite","Toledo Bend","2024-02-22",1,9665,"Steve Kennedy",51,"11:33:56",5,"31.47543","-93.69934",1.8,2,1,3.9568
1522,2024,"elite","Toledo Bend","2024-02-22",1,9665,"Steve Kennedy",51,"11:50:51",5,"31.47603","-93.70016",6.12,3,1,0.0637
1522,2024,"elite","Toledo Bend","2024-02-22",1,9665,"Steve Kennedy",51,"12:34:48",6,"31.47837","-93.70041",3.1,4,1,0.1623
1522,2024,"elite","Toledo Bend","2024-02-22",1,9665,"Steve Kennedy",51,"13:20:06",7,"31.48738","-93.70588",3,5,1,0.701
1522,2024,"elite","Toledo Bend","2024-02-23",2,9665,"Steve Kennedy",51,"08:13:58",2,"31.28982","-93.76273",2.6,1,1,10.2456
1522,2024,"elite","Toledo Bend","2024-02-23",2,9665,"Steve Kennedy",51,"08:36:30",2,"31.28566","-93.76011",1.4,2,1,0.3264
1522,2024,"elite","Toledo Bend","2024-02-23",2,9665,"Steve Kennedy",51,"11:51:27",5,"31.47671","-93.70058",3.8,3,1,13.6594
1522,2024,"elite","Toledo Bend","2024-02-23",2,9665,"Steve Kennedy",51,"13:31:38",7,"31.48727","-93.70624",3.2,4,1,0.8022
1522,2024,"elite","Toledo Bend","2024-02-23",2,9665,"Steve Kennedy",51,"15:11:13",9,"31.53350","-93.71286",1.6,5,1,3.2179
1522,2024,"elite","Toledo Bend","2024-02-22",1,10579,"Bernie Schultz",100,"11:24:28",5,"31.15686","-93.61177",2,1,1,18.5651
1522,2024,"elite","Toledo Bend","2024-02-22",1,10579,"Bernie Schultz",100,"14:55:12",8,"31.30282","-93.70861",7,2,1,11.5948
1522,2024,"elite","Toledo Bend","2024-02-23",2,10579,"Bernie Schultz",100,"12:05:04",6,"31.16180","-93.60746",2,1,1,18.2882
1522,2024,"elite","Toledo Bend","2024-02-23",2,10579,"Bernie Schultz",100,"12:39:11",6,"31.16104","-93.60689",2,2,1,0.0624
1522,2024,"elite","Toledo Bend","2024-02-23",2,10579,"Bernie Schultz",100,"13:14:10",7,"31.16056","-93.60778",1.8,3,1,0.0622
1522,2024,"elite","Toledo Bend","2024-02-22",1,12335,"Koby Kreiger",33,"11:21:48",5,"31.29031","-93.71963",4.12,1,1,9.2483
1522,2024,"elite","Toledo Bend","2024-02-22",1,12335,"Koby Kreiger",33,"11:22:11",5,"31.29031","-93.71963",4,2,1,0
1522,2024,"elite","Toledo Bend","2024-02-22",1,12335,"Koby Kreiger",33,"11:22:33",5,"31.29031","-93.71963",2.8,3,1,0
1522,2024,"elite","Toledo Bend","2024-02-22",1,12335,"Koby Kreiger",33,"11:22:48",5,"31.29031","-93.71963",2,4,0,0
1522,2024,"elite","Toledo Bend","2024-02-22",1,12335,"Koby Kreiger",33,"11:23:01",5,"31.29031","-93.71963",2,5,0,0
1522,2024,"elite","Toledo Bend","2024-02-22",1,12335,"Koby Kreiger",33,"11:23:15",5,"31.29031","-93.71963",2.1,6,0,0
1522,2024,"elite","Toledo Bend","2024-02-22",1,12335,"Koby Kreiger",33,"11:41:13",5,"31.29208","-93.71857",2.2,7,0,0.1374
1522,2024,"elite","Toledo Bend","2024-02-22",1,12335,"Koby Kreiger",33,"13:13:46",7,"31.33784","-93.68874",2.8,8,1,3.619
1522,2024,"elite","Toledo Bend","2024-02-22",1,12335,"Koby Kreiger",33,"13:27:59",7,"31.33784","-93.68874",7,9,1,0
1522,2024,"elite","Toledo Bend","2024-02-23",2,12335,"Koby Kreiger",33,"09:25:15",3,"31.33762","-93.69273",1.12,1,1,5.7167
1522,2024,"elite","Toledo Bend","2024-02-23",2,12335,"Koby Kreiger",33,"12:43:19",6,"31.25874","-93.69080",1.1,2,1,5.4513
1522,2024,"elite","Toledo Bend","2024-02-23",2,12335,"Koby Kreiger",33,"12:51:43",6,"31.25853","-93.69002",1.1,3,1,0.0483
1522,2024,"elite","Toledo Bend","2024-02-23",2,12335,"Koby Kreiger",33,"13:00:52",7,"31.25795","-93.69024",2.1,4,1,0.0421
1522,2024,"elite","Toledo Bend","2024-02-23",2,12335,"Koby Kreiger",33,"13:24:41",7,"31.25730","-93.69064",1.1,5,1,0.0507
1522,2024,"elite","Toledo Bend","2024-02-22",1,14419,"Mark Menendez",66,"12:11:58",6,"31.54508","-93.73579",3.4,1,1,9.3154
1522,2024,"elite","Toledo Bend","2024-02-22",1,14419,"Mark Menendez",66,"12:12:16",6,"31.54508","-93.73579",2.8,2,0,0
1522,2024,"elite","Toledo Bend","2024-02-22",1,14419,"Mark Menendez",66,"12:12:29",6,"31.54508","-93.73579",5.4,3,1,0
1522,2024,"elite","Toledo Bend","2024-02-22",1,14419,"Mark Menendez",66,"12:12:37",6,"31.54517","-93.73473",3,4,1,0.0627
1522,2024,"elite","Toledo Bend","2024-02-22",1,14419,"Mark Menendez",66,"12:35:07",6,"31.56689","-93.71911",2,5,0,1.7601
1522,2024,"elite","Toledo Bend","2024-02-22",1,14419,"Mark Menendez",66,"14:38:47",8,"31.51157","-93.78284",3.8,6,1,5.3567
1522,2024,"elite","Toledo Bend","2024-02-22",1,14419,"Mark Menendez",66,"14:38:55",8,"31.51157","-93.78284",2.8,7,0,0
1522,2024,"elite","Toledo Bend","2024-02-22",1,14419,"Mark Menendez",66,"14:39:04",8,"31.51157","-93.78284",5,8,1,0
1522,2024,"elite","Toledo Bend","2024-02-22",1,14419,"Mark Menendez",66,"14:39:12",8,"31.51157","-93.78284",3,9,0,0
1522,2024,"elite","Toledo Bend","2024-02-22",1,14419,"Mark Menendez",66,"14:39:19",8,"31.51157","-93.78284",2,10,0,0
1522,2024,"elite","Toledo Bend","2024-02-22",1,15195,"Matt Herren",53,"07:46:03",1,"31.42564","-93.73855",2,1,0,3.5716
1522,2024,"elite","Toledo Bend","2024-02-22",1,15195,"Matt Herren",53,"07:46:21",1,"31.42564","-93.73855",2,2,0,0
1522,2024,"elite","Toledo Bend","2024-02-22",1,15195,"Matt Herren",53,"08:21:10",2,"31.42573","-93.73833",1.8,3,0,0.0144
1522,2024,"elite","Toledo Bend","2024-02-22",1,15195,"Matt Herren",53,"08:21:23",2,"31.42573","-93.73833",2.8,4,1,0
1522,2024,"elite","Toledo Bend","2024-02-22",1,15195,"Matt Herren",53,"09:02:33",3,"31.42602","-93.73757",2.8,5,1,0.0491
1522,2024,"elite","Toledo Bend","2024-02-22",1,15195,"Matt Herren",53,"09:51:13",3,"31.42603","-93.73794",2.8,6,1,0.0218
1522,2024,"elite","Toledo Bend","2024-02-22",1,15195,"Matt Herren",53,"10:05:50",4,"31.42603","-93.73794",3.8,7,1,0
1522,2024,"elite","Toledo Bend","2024-02-22",1,15195,"Matt Herren",53,"11:37:04",5,"31.42460","-93.73880",2.13,8,1,0.1111
1522,2024,"elite","Toledo Bend","2024-02-23",2,15195,"Matt Herren",53,"07:39:21",1,"30.23304","-93.37353",2,2,0,0.1276
1522,2024,"elite","Toledo Bend","2024-02-23",2,15195,"Matt Herren",53,"07:51:38",1,"30.23304","-93.37353",1.8,3,0,0
1522,2024,"elite","Toledo Bend","2024-02-23",2,15195,"Matt Herren",53,"08:58:19",2,"30.23333","-93.37253",2.8,4,1,0.063
1522,2024,"elite","Toledo Bend","2024-02-23",2,15195,"Matt Herren",53,"10:17:58",4,"30.23356","-93.37367",1.4,5,0,0.0699
1522,2024,"elite","Toledo Bend","2024-02-23",2,15195,"Matt Herren",53,"10:22:33",4,"30.23356","-93.37367",1.4,6,0,0
1522,2024,"elite","Toledo Bend","2024-02-23",2,15195,"Matt Herren",53,"11:12:41",5,"30.23262","-93.37415",3,7,1,0.071
1522,2024,"elite","Toledo Bend","2024-02-23",2,15195,"Matt Herren",53,"11:25:41",5,"30.23349","-93.37390",1.12,8,0,0.0619
1522,2024,"elite","Toledo Bend","2024-02-23",2,15195,"Matt Herren",53,"11:31:17",5,"30.23349","-93.37390",4,9,1,0
1522,2024,"elite","Toledo Bend","2024-02-23",2,15195,"Matt Herren",53,"11:38:53",5,"30.23349","-93.37390",1.8,10,0,0
1522,2024,"elite","Toledo Bend","2024-02-23",2,15195,"Matt Herren",53,"11:57:25",5,"30.23349","-93.37390",2.12,11,1,0
1522,2024,"elite","Toledo Bend","2024-02-23",2,15195,"Matt Herren",53,"14:30:02",8,"30.23340","-93.37397",2.8,12,1,0.0075
1522,2024,"elite","Toledo Bend","2024-02-23",2,15195,"Matt Herren",53,"15:17:59",9,"30.21901","-93.37632",2.12,13,0,1.0041
1522,2024,"elite","Toledo Bend","2024-02-22",1,15310,"Gerald Swindle",69,"07:33:23",1,"31.29099","-93.76260",1,1,0,10.1713
1522,2024,"elite","Toledo Bend","2024-02-22",1,15310,"Gerald Swindle",69,"08:45:45",2,"31.31737","-93.71063",2,2,1,3.5686
1522,2024,"elite","Toledo Bend","2024-02-22",1,15310,"Gerald Swindle",69,"08:52:40",2,"31.31767","-93.71162",1,3,0,0.062
1522,2024,"elite","Toledo Bend","2024-02-22",1,15310,"Gerald Swindle",69,"09:11:21",3,"31.31742","-93.71263",1.8,4,1,0.0621
1522,2024,"elite","Toledo Bend","2024-02-22",1,15310,"Gerald Swindle",69,"10:37:47",4,"31.29981","-93.77314",1.12,5,0,3.7736
1522,2024,"elite","Toledo Bend","2024-02-22",1,15310,"Gerald Swindle",69,"11:02:23",5,"31.30237","-93.77404",2.4,6,1,0.1847
1522,2024,"elite","Toledo Bend","2024-02-22",1,15310,"Gerald Swindle",69,"11:39:50",5,"31.29936","-93.77750",1.12,7,0,0.2915
1522,2024,"elite","Toledo Bend","2024-02-22",1,15310,"Gerald Swindle",69,"13:17:27",7,"31.29840","-93.78269",2.3,8,1,0.3135
1522,2024,"elite","Toledo Bend","2024-02-22",1,15310,"Gerald Swindle",69,"13:31:44",7,"31.29751","-93.78251",1.12,9,0,0.0624
1522,2024,"elite","Toledo Bend","2024-02-22",1,15310,"Gerald Swindle",69,"14:12:39",8,"31.29383","-93.78229",2,10,1,0.2546
1522,2024,"elite","Toledo Bend","2024-02-22",1,15310,"Gerald Swindle",69,"14:26:38",8,"31.29135","-93.77918",1.15,11,0,0.2512
1522,2024,"elite","Toledo Bend","2024-02-22",1,16397,"Greg Hackney",93,"07:44:58",1,"31.29030","-93.77846",2,1,1,10.6994
1522,2024,"elite","Toledo Bend","2024-02-22",1,16397,"Greg Hackney",93,"07:53:57",1,"31.29073","-93.77941",1,2,0,0.0635
1522,2024,"elite","Toledo Bend","2024-02-22",1,16397,"Greg Hackney",93,"08:09:55",2,"31.29073","-93.77941",1,3,0,0
1522,2024,"elite","Toledo Bend","2024-02-22",1,16397,"Greg Hackney",93,"08:10:00",2,"31.29073","-93.77941",1,4,0,0
1522,2024,"elite","Toledo Bend","2024-02-22",1,16397,"Greg Hackney",93,"08:25:46",2,"31.29052","-93.78043",1.5,5,1,0.0619
1522,2024,"elite","Toledo Bend","2024-02-22",1,16397,"Greg Hackney",93,"08:55:46",2,"31.29202","-93.78530",1.8,6,1,0.3056
1522,2024,"elite","Toledo Bend","2024-02-22",1,16397,"Greg Hackney",93,"09:36:37",3,"31.29311","-93.78778",1.1,7,1,0.1647
1522,2024,"elite","Toledo Bend","2024-02-22",1,16397,"Greg Hackney",93,"10:10:02",4,"31.29322","-93.78384",2.12,8,1,0.2327
1522,2024,"elite","Toledo Bend","2024-02-23",2,16397,"Greg Hackney",93,"08:22:23",2,"31.54449","-93.64050",1,1,1,8.9236
1522,2024,"elite","Toledo Bend","2024-02-23",2,16397,"Greg Hackney",93,"08:59:59",2,"31.54723","-93.64076",1,2,1,0.1899
1522,2024,"elite","Toledo Bend","2024-02-23",2,16397,"Greg Hackney",93,"09:38:54",3,"31.54721","-93.63889",1,3,1,0.1101
1522,2024,"elite","Toledo Bend","2024-02-23",2,16397,"Greg Hackney",93,"09:49:34",3,"31.54902","-93.63763",1,4,0,0.1454
1522,2024,"elite","Toledo Bend","2024-02-23",2,16397,"Greg Hackney",93,"10:32:31",4,"31.53254","-93.63501",1,5,0,1.1491
1522,2024,"elite","Toledo Bend","2024-02-23",2,16397,"Greg Hackney",93,"11:01:40",5,"31.53259","-93.62690",1.2,6,1,0.4776
1522,2024,"elite","Toledo Bend","2024-02-23",2,16397,"Greg Hackney",93,"14:10:57",8,"31.48805","-93.75975",1.6,7,1,8.409
1522,2024,"elite","Toledo Bend","2024-02-22",1,17750,"Jason Christie",73,"07:45:06",1,"31.53312","-93.66604",1.8,1,1,7.8876
1522,2024,"elite","Toledo Bend","2024-02-22",1,17750,"Jason Christie",73,"07:52:37",1,"31.53402","-93.66595",4,2,1,0.0624
1522,2024,"elite","Toledo Bend","2024-02-22",1,17750,"Jason Christie",73,"08:25:52",2,"31.53400","-93.66590",1.8,3,1,0.0033
1522,2024,"elite","Toledo Bend","2024-02-22",1,17750,"Jason Christie",73,"09:56:17",3,"31.53822","-93.66758",1.8,4,0,0.3079
1522,2024,"elite","Toledo Bend","2024-02-22",1,17750,"Jason Christie",73,"13:40:26",7,"31.51195","-93.65446",1,5,0,1.9727
1522,2024,"elite","Toledo Bend","2024-02-22",1,17750,"Jason Christie",73,"15:17:53",9,"31.49291","-93.71212",1.8,6,0,3.6426
1522,2024,"elite","Toledo Bend","2024-02-22",1,17750,"Jason Christie",73,"15:33:00",9,"31.49285","-93.71206",2.8,7,1,0.0054
1522,2024,"elite","Toledo Bend","2024-02-22",1,17750,"Jason Christie",73,"15:43:19",9,"31.49285","-93.71206",2.8,8,1,0
1522,2024,"elite","Toledo Bend","2024-02-23",2,17750,"Jason Christie",73,"07:57:21",1,"31.82238","-93.90560",2,2,1,0.1254
1522,2024,"elite","Toledo Bend","2024-02-23",2,17750,"Jason Christie",73,"08:32:56",2,"31.82186","-93.90636",1.8,3,1,0.0573
1522,2024,"elite","Toledo Bend","2024-02-23",2,17750,"Jason Christie",73,"11:11:37",5,"31.50195","-93.69747",2,4,1,25.2881
1522,2024,"elite","Toledo Bend","2024-02-23",2,17750,"Jason Christie",73,"12:26:03",6,"31.49285","-93.71213",1.4,5,0,1.0683
1522,2024,"elite","Toledo Bend","2024-02-23",2,17750,"Jason Christie",73,"12:37:03",6,"31.49333","-93.71121",1.6,6,0,0.0635
1522,2024,"elite","Toledo Bend","2024-02-23",2,17750,"Jason Christie",73,"12:39:00",6,"31.49333","-93.71121",2.8,7,1,0
1522,2024,"elite","Toledo Bend","2024-02-23",2,17750,"Jason Christie",73,"13:31:00",7,"31.44290","-93.68703",3.6,8,1,3.7645
1522,2024,"elite","Toledo Bend","2024-02-23",2,17750,"Jason Christie",73,"14:04:54",8,"31.44247","-93.68610",1.12,9,0,0.0624
1522,2024,"elite","Toledo Bend","2024-02-22",1,17759,"Scott Martin",83,"10:57:09",4,"31.37709","-93.62222",3,1,1,4.4213
1522,2024,"elite","Toledo Bend","2024-02-22",1,17759,"Scott Martin",83,"10:57:38",4,"31.37709","-93.62222",2.8,2,1,0
1522,2024,"elite","Toledo Bend","2024-02-22",1,17759,"Scott Martin",83,"10:58:04",4,"31.37709","-93.62222",1.8,3,0,0
1522,2024,"elite","Toledo Bend","2024-02-22",1,17759,"Scott Martin",83,"10:58:31",4,"31.37709","-93.62222",2.8,4,0,0
1522,2024,"elite","Toledo Bend","2024-02-22",1,17759,"Scott Martin",83,"11:25:21",5,"31.37685","-93.61991",2.8,5,0,0.1373
1522,2024,"elite","Toledo Bend","2024-02-22",1,17759,"Scott Martin",83,"11:55:48",5,"31.37927","-93.61621",4.8,6,1,0.2749
1522,2024,"elite","Toledo Bend","2024-02-22",1,17759,"Scott Martin",83,"12:38:28",6,"31.38081","-93.61497",3.8,7,1,0.1291
1522,2024,"elite","Toledo Bend","2024-02-22",1,17759,"Scott Martin",83,"15:45:47",9,"31.45620","-93.68242",3,8,1,6.5537
1522,2024,"elite","Toledo Bend","2024-02-22",1,18194,"Rick Clunn",95,"11:08:21",5,"31.62790","-93.67424",1.12,1,1,14.4047
1522,2024,"elite","Toledo Bend","2024-02-22",1,18194,"Rick Clunn",95,"11:08:29",5,"31.62790","-93.67424",1.12,2,0,0
1522,2024,"elite","Toledo Bend","2024-02-22",1,18194,"Rick Clunn",95,"11:08:41",5,"31.62790","-93.67424",2.4,3,1,0
1522,2024,"elite","Toledo Bend","2024-02-22",1,18194,"Rick Clunn",95,"11:33:10",5,"31.62969","-93.67458",1.12,4,0,0.1253
1522,2024,"elite","Toledo Bend","2024-02-22",1,18194,"Rick Clunn",95,"12:33:34",6,"31.63350","-93.67832",1.12,5,0,0.3431
1522,2024,"elite","Toledo Bend","2024-02-22",1,18194,"Rick Clunn",95,"12:47:33",6,"31.63180","-93.67880",1.14,6,1,0.1208
1522,2024,"elite","Toledo Bend","2024-02-22",1,18194,"Rick Clunn",95,"14:55:08",8,"31.63216","-93.67541",2.8,7,1,0.201
1522,2024,"elite","Toledo Bend","2024-02-22",1,18194,"Rick Clunn",95,"15:10:26",9,"31.63121","-93.67339",2,8,1,0.1358
1522,2024,"elite","Toledo Bend","2024-02-23",2,18194,"Rick Clunn",95,"07:23:43",1,"31.44545","-93.63612",1.8,1,1,3.073
1522,2024,"elite","Toledo Bend","2024-02-23",2,18194,"Rick Clunn",95,"07:40:10",1,"31.44594","-93.63596",1.8,2,0,0.0351
1522,2024,"elite","Toledo Bend","2024-02-23",2,18194,"Rick Clunn",95,"08:44:39",2,"31.44671","-93.64335",2.8,3,1,0.4388
1522,2024,"elite","Toledo Bend","2024-02-23",2,18194,"Rick Clunn",95,"09:38:44",3,"31.45106","-93.64222",2.4,4,1,0.3078
1522,2024,"elite","Toledo Bend","2024-02-23",2,18194,"Rick Clunn",95,"10:19:35",4,"31.45089","-93.64431",1.8,5,0,0.1237
1522,2024,"elite","Toledo Bend","2024-02-23",2,18194,"Rick Clunn",95,"10:55:49",4,"31.44163","-93.63180",2.12,6,1,0.9763
1522,2024,"elite","Toledo Bend","2024-02-23",2,18194,"Rick Clunn",95,"13:35:53",7,"31.44167","-93.63180",2.4,7,1,0.0028
1522,2024,"elite","Toledo Bend","2024-02-22",1,18676,"Ray Hanselman Jr",103,"07:54:53",1,"31.29626","-93.72046",1.6,1,1,8.8659
1522,2024,"elite","Toledo Bend","2024-02-22",1,18676,"Ray Hanselman Jr",103,"09:27:21",3,"31.30043","-93.74951",2,2,1,1.7391
